Date,Store ID,Product ID,Inventory Level,Demand Forecast,Price,Weather Condition,Holiday/Promotion,Competitor Pricing
1,1,8,296,195,30,3,0,28
1,1,9,472,387,27,0,1,32
1,1,10,308,169,88,0,0,86
1,1,11,434,239,82,1,0,83
1,1,12,287,279,92,3,1,97
1,1,13,190,31,94,1,0,89
1,1,14,353,110,70,0,1,75
1,1,15,210,166,63,3,0,67
1,1,16,193,174,46,1,1,41
1,1,17,124,116,21,3,0,21
1,1,18,492,469,79,0,0,80
1,1,19,222,76,64,3,1,65
1,2,0,277,132,73,0,0,72
1,2,1,175,-3,87,1,0,91
1,2,2,157,22,88,0,1,87
1,2,3,120,49,82,2,0,85
1,2,4,375,297,38,0,0,36
1,2,5,302,106,97,0,0,97
1,2,6,375,85,37,0,0,36
1,2,7,248,130,36,1,0,37
1,2,8,219,139,88,2,1,91
1,2,9,146,94,16,0,1,21
1,2,10,218,117,58,0,1,58
1,2,11,260,1,27,2,1,31
1,2,12,414,206,39,1,1,35
1,2,13,420,384,66,0,0,70
1,2,14,435,283,89,2,0,84
1,2,15,230,70,86,1,0,91
1,2,16,456,65,29,2,0,25
1,2,17,319,126,86,1,1,82
1,2,18,59,44,59,0,0,54
1,2,19,155,9,57,1,1,53
1,3,0,144,39,74,1,0,69
1,3,1,283,46,59,3,1,62
1,3,2,347,87,48,3,1,49
1,3,3,410,224,94,2,0,90
1,3,4,99,14,60,3,0,59
1,3,5,97,52,14,0,0,16
1,3,6,339,124,33,1,0,28
1,3,7,144,21,98,2,0,102
1,3,8,110,103,12,2,0,8
1,3,9,348,214,92,2,1,87
1,3,10,458,339,92,3,1,87
1,3,11,403,145,37,3,0,38
1,3,12,198,191,85,1,1,80
1,3,13,472,28,82,0,0,78
1,3,14,178,98,92,2,1,97
1,3,15,215,180,61,3,0,61
1,3,16,477,254,96,0,0,93
1,3,17,198,25,89,3,0,89
1,3,18,110,79,59,1,1,57
1,3,19,254,77,73,3,1,74
1,4,0,223,74,67,3,0,65
1,4,1,100,28,66,3,1,65
1,4,2,397,336,80,1,1,84
1,4,3,442,54,60,0,1,64
1,4,4,411,172,71,1,0,75
1,4,5,76,49,69,1,1,71
1,4,6,257,84,70,2,0,71
1,4,7,353,254,63,0,0,61
1,4,8,119,99,78,3,0,73
1,4,9,403,84,43,3,1,47
1,4,10,60,23,25,3,1,27
1,4,11,182,83,38,1,0,33
1,4,12,455,235,57,3,0,55
1,4,13,437,282,14,2,1,13
1,4,14,289,52,63,1,1,61
1,4,15,487,432,43,0,1,39
1,4,16,418,383,84,3,1,84
1,4,17,89,78,47,1,1,47
1,4,18,421,220,76,2,0,75
1,4,19,211,190,93,3,1,98
2,0,0,154,5,62,1,0,58
2,0,1,282,193,54,0,0,52
2,0,2,183,168,26,1,0,29
2,0,3,239,228,10,0,1,7
2,0,4,368,170,95,3,0,91
2,0,5,57,13,57,3,0,58
2,0,6,460,143,87,3,0,91
2,0,7,214,178,53,2,0,51
2,0,8,407,217,61,3,0,65
2,0,9,51,38,99,2,0,102
2,0,10,252,5,60,0,0,62
2,0,11,72,9,86,0,0,83
2,0,12,194,20,83,2,1,85
2,0,13,302,255,32,1,1,30
2,0,14,330,246,52,3,1,52
2,0,15,148,35,93,2,1,94
2,0,16,315,33,98,3,0,100
2,0,17,97,37,78,1,0,75
2,0,18,240,203,56,3,1,54
2,0,19,178,110,35,0,1,37
2,1,0,405,100,48,1,1,49
2,1,1,200,55,46,2,1,43
2,1,2,327,127,94,0,1,99
2,1,3,409,8,27,2,1,28
2,1,4,327,326,29,2,1,31
2,1,5,388,365,27,2,0,27
2,1,6,483,277,60,1,0,55
2,1,7,70,23,58,0,0,63
2,1,8,288,207,58,0,0,60
2,1,9,270,192,95,1,1,91
2,1,10,217,154,37,2,1,37
2,1,11,221,104,48,1,0,51
2,1,12,303,268,65,0,0,64
2,1,13,298,245,20,1,1,23
2,1,14,193,177,46,2,0,49
2,1,15,205,37,71,1,0,76
2,1,16,427,231,20,1,1,22
2,1,17,365,208,29,1,1,25
2,1,18,111,71,73,1,1,73
2,1,19,271,15,45,3,0,47
2,2,0,134,100,82,3,1,86
2,2,1,405,355,17,0,1,17
2,2,2,290,246,42,2,0,40
2,2,3,403,166,89,3,0,88
2,2,4,311,154,65,0,1,61
2,2,5,448,357,95,0,0,94
2,2,6,277,48,98,0,0,97
2,2,7,421,292,41,0,0,36
2,2,8,241,198,42,2,1,37
2,2,9,186,177,95,1,1,96
2,2,10,413,220,84,3,0,89
2,2,11,112,113,71,1,1,74
2,2,12,268,49,49,1,1,47
2,2,13,347,49,21,1,1,25
2,2,14,495,390,60,0,1,60
2,2,15,324,111,56,1,0,60
2,2,16,330,297,76,2,0,77
2,2,17,297,104,98,3,0,96
2,2,18,169,107,46,0,0,47
2,2,19,257,123,16,0,0,19
2,3,0,175,56,83,3,0,79
2,3,1,228,161,81,0,1,77
2,3,2,188,98,44,2,0,42
2,3,3,211,167,60,1,1,62
2,3,4,149,21,24,2,0,27
2,3,5,383,26,36,0,1,34
2,3,6,478,307,11,0,1,15
2,3,7,217,215,63,1,1,65
2,3,8,73,68,30,3,0,35
2,3,9,467,139,23,2,0,21
2,3,10,353,255,29,3,0,31
2,3,11,471,188,74,0,1,75
2,3,12,129,38,58,1,1,59
2,3,13,301,160,60,3,1,58
2,3,14,423,95,73,1,0,77
2,3,15,385,86,16,0,0,18
2,3,16,74,43,38,1,0,39
2,3,17,467,270,46,2,0,46
2,3,18,140,-3,80,2,0,76
2,3,19,197,161,95,0,0,97
2,4,0,159,18,36,2,0,34
2,4,1,322,78,82,3,1,84
2,4,2,106,25,46,2,0,49
2,4,3,475,358,59,0,0,57
2,4,4,83,63,60,3,1,60
2,4,5,117,59,40,2,1,44
2,4,6,368,95,63,1,1,63
2,4,7,207,173,97,2,1,95
2,4,8,398,350,52,3,0,55
2,4,9,476,91,14,3,1,11
2,4,10,119,43,74,0,1,69
2,4,11,77,68,46,1,1,46
2,4,12,191,205,23,2,0,19
2,4,13,419,263,28,3,1,23
2,4,14,184,143,86,0,0,85
2,4,15,361,25,80,0,1,76
2,4,16,154,37,41,1,0,40
2,4,17,376,43,38,2,1,35
2,4,18,268,198,59,2,0,64
2,4,19,451,99,66,3,0,62
3,0,0,85,52,77,0,1,75
3,0,1,91,82,88,3,1,87
3,0,2,184,82,10,0,0,7
3,0,3,209,15,44,3,1,45
3,0,4,470,45,69,2,0,73
3,0,5,127,0,53,0,0,55
3,0,6,367,336,33,0,0,28
3,0,7,404,350,61,3,0,58
3,0,8,403,26,45,3,0,46
3,0,9,494,92,94,1,0,98
3,0,10,421,49,24,3,0,25
3,0,11,150,140,66,2,0,70
3,0,12,94,46,34,3,0,33
3,0,13,77,22,98,0,1,95
3,0,14,430,371,87,0,1,88
3,0,15,168,33,93,3,0,93
3,0,16,353,349,53,0,1,57
3,0,17,380,258,58,3,1,60
3,0,18,127,50,63,3,1,61
3,0,19,153,44,10,2,1,10
3,1,0,108,85,45,3,1,44
3,1,1,109,71,52,0,1,51
3,1,2,493,459,41,1,0,44
3,1,3,289,26,58,3,1,61
3,1,4,425,407,25,2,0,23
3,1,5,118,88,33,3,0,29
3,1,6,449,132,81,0,0,82
3,1,7,184,52,57,1,0,56
3,1,8,239,104,50,0,0,47
3,1,9,216,138,51,1,1,53
3,1,10,291,48,13,2,1,11
3,1,11,74,67,94,0,0,93
3,1,12,429,151,16,3,0,17
3,1,13,467,408,82,0,1,79
3,1,14,121,93,61,1,0,62
3,1,15,134,32,63,2,0,61
3,1,16,152,54,66,2,1,67
3,1,17,236,220,30,3,1,27
3,1,18,253,107,31,3,1,33
3,1,19,403,340,21,1,0,17
3,2,0,335,276,81,1,0,83
3,2,1,293,215,59,2,1,61
3,2,2,169,24,26,2,0,30
3,2,3,294,164,99,1,0,97
3,2,4,69,21,24,1,0,25
3,2,5,328,323,18,1,1,17
3,2,6,173,75,54,2,1,52
3,2,7,108,95,59,1,1,57
3,2,8,494,121,14,0,1,12
3,2,9,366,268,63,0,1,62
3,2,10,441,128,95,3,0,95
3,2,11,181,18,75,1,1,75
3,2,12,330,111,24,1,1,28
3,2,13,228,75,85,3,1,82
3,2,14,344,235,15,0,0,19
3,2,15,336,260,19,0,1,20
3,2,16,355,248,53,1,0,49
3,2,17,431,323,37,0,0,40
3,2,18,172,26,38,1,0,38
3,2,19,145,43,84,2,1,84
3,3,0,487,154,20,3,0,21
3,3,1,216,141,70,3,1,66
3,3,2,236,36,53,2,1,48
3,3,3,260,256,82,3,1,81
3,3,4,435,255,75,2,0,75
3,3,5,499,128,50,0,1,47
3,3,6,180,157,56,0,1,52
3,3,7,128,16,37,1,1,32
3,3,8,291,158,82,3,1,83
3,3,9,444,264,23,3,1,24
3,3,10,281,243,56,3,0,60
3,3,11,189,145,94,0,0,90
3,3,12,80,81,24,2,1,23
3,3,13,314,300,70,2,0,72
3,3,14,167,69,79,1,1,77
3,3,15,129,89,25,3,0,27
3,3,16,425,266,25,3,1,29
3,3,17,103,20,56,3,0,59
3,3,18,471,319,31,1,1,29
3,3,19,364,68,86,2,0,89
3,4,0,383,214,21,1,0,24
3,4,1,495,36,40,1,1,39
3,4,2,439,266,29,2,0,30
3,4,3,101,97,82,0,1,78
3,4,4,292,85,45,3,1,43
3,4,5,466,133,42,3,0,37
3,4,6,175,141,51,0,1,54
3,4,7,327,233,62,0,0,64
3,4,8,194,26,36,2,1,35
3,4,9,349,171,84,1,1,79
3,4,10,237,77,39,2,1,35
3,4,11,220,187,45,0,1,48
3,4,12,86,72,40,3,1,41
3,4,13,334,8,82,2,1,87
3,4,14,186,150,60,0,1,61
3,4,15,288,216,15,3,0,12
3,4,16,460,252,37,0,1,33
3,4,17,482,137,34,0,0,33
3,4,18,278,259,84,1,0,85
3,4,19,128,62,81,1,0,78
4,0,0,238,150,28,3,1,29
4,0,1,270,237,79,1,0,80
4,0,2,216,101,80,1,1,78
4,0,3,172,40,93,2,1,93
4,0,4,405,193,46,0,0,42
4,0,5,338,168,60,1,1,57
4,0,6,409,17,53,0,0,53
4,0,7,102,35,59,2,0,58
4,0,8,433,6,98,1,0,93
4,0,9,288,85,32,1,0,32
4,0,10,485,54,53,3,1,52
4,0,11,414,76,93,3,0,98
4,0,12,370,55,83,2,0,82
4,0,13,233,155,12,1,1,12
4,0,14,272,183,55,1,1,59
4,0,15,189,143,30,1,0,26
4,0,16,120,53,63,2,0,60
4,0,17,248,17,97,2,0,97
4,0,18,492,47,49,1,1,47
4,0,19,355,4,33,1,0,37
4,1,0,250,171,56,2,1,60
4,1,1,182,92,43,3,1,39
4,1,2,274,257,30,2,0,34
4,1,3,148,25,82,3,0,78
4,1,4,241,212,87,0,1,83
4,1,5,131,22,56,0,0,60
4,1,6,80,34,80,1,1,80
4,1,7,483,145,41,0,1,44
4,1,8,228,109,96,0,1,98
4,1,9,202,119,87,2,0,83
4,1,10,440,266,74,0,1,76
4,1,11,264,269,53,1,0,56
4,1,12,296,214,25,0,1,25
4,1,13,201,69,23,3,1,19
4,1,14,70,17,52,0,0,56
4,1,15,176,106,79,0,0,79
4,1,16,399,302,13,2,0,9
4,1,17,294,154,23,0,1,23
4,1,18,222,68,67,3,1,66
4,1,19,123,27,17,0,1,13
4,2,0,388,47,93,2,1,88
4,2,1,191,187,84,0,0,87
4,2,2,370,155,25,1,1,30
4,2,3,463,188,76,0,0,79
4,2,4,140,90,49,2,1,54
4,2,5,314,220,93,2,0,89
4,2,6,79,74,76,1,1,73
4,2,7,411,35,24,2,1,21
4,2,8,117,7,13,1,1,14
4,2,9,109,90,14,3,0,17
4,2,10,438,269,22,2,1,25
4,2,11,480,122,57,0,0,56
4,2,12,284,232,80,1,1,78
4,2,13,444,44,40,1,1,37
4,2,14,278,28,86,2,0,90
4,2,15,202,29,30,2,1,27
4,2,16,192,18,29,2,0,25
4,2,17,168,41,97,0,0,102
4,2,18,308,167,31,3,1,34
4,2,19,286,205,65,1,0,63
4,3,0,201,212,57,0,0,58
4,3,1,135,88,54,1,0,58
4,3,2,258,102,69,2,1,70
4,3,3,357,190,51,3,1,50
4,3,4,387,87,99,1,1,95
4,3,5,378,271,77,3,0,79
4,3,6,249,246,87,2,0,92
4,3,7,448,343,43,0,1,40
4,3,8,348,321,89,1,0,87
4,3,9,412,72,12,2,1,13
4,3,10,344,26,92,3,0,97
4,3,11,475,241,31,2,0,29
4,3,12,400,113,89,0,0,91
4,3,13,424,220,54,3,0,57
4,3,14,441,207,21,3,0,21
4,3,15,421,318,60,1,1,58
4,3,16,278,90,60,3,0,55
4,3,17,319,170,19,1,1,20
4,3,18,353,56,45,2,0,46
4,3,19,149,147,23,0,0,19
4,4,0,371,93,40,0,0,40
4,4,1,98,62,26,2,1,28
4,4,2,318,145,82,1,0,82
4,4,3,200,145,50,3,0,54
4,4,4,299,97,49,1,0,45
4,4,5,392,68,12,1,1,16
4,4,6,399,123,49,0,0,53
4,4,7,192,66,27,3,1,31
4,4,8,149,34,59,1,0,59
4,4,9,406,353,43,0,1,42
4,4,10,91,51,13,0,0,13
4,4,11,228,218,98,2,0,103
4,4,12,68,71,39,1,1,35
4,4,13,358,316,86,1,0,85
4,4,14,361,258,85,2,1,89
4,4,15,371,350,58,1,0,57
4,4,16,231,26,74,0,0,73
4,4,17,269,105,53,3,0,56
4,4,18,444,153,61,2,0,60
4,4,19,243,47,53,0,1,49
5,0,0,198,39,91,2,0,87
5,0,1,262,228,47,1,0,45
5,0,2,91,50,54,3,0,52
5,0,3,466,319,41,2,0,38
5,0,4,129,115,37,2,1,33
5,0,5,57,1,83,1,1,86
5,0,6,76,45,99,3,1,104
5,0,7,445,184,34,0,0,38
5,0,8,277,198,59,2,1,62
5,0,9,204,98,33,0,1,36
5,0,10,200,173,60,0,1,61
5,0,11,59,-8,63,1,0,60
5,0,12,185,174,64,1,0,65
5,0,13,201,115,46,1,0,43
5,0,14,388,12,92,0,0,92
5,0,15,481,425,28,0,1,25
5,0,16,379,42,22,1,1,21
5,0,17,423,172,81,2,0,76
5,0,18,66,19,96,1,1,93
5,0,19,98,2,79,1,0,78
5,1,0,131,99,28,3,1,30
5,1,1,117,33,48,0,1,44
5,1,2,71,71,60,1,0,62
5,1,3,72,74,58,1,0,54
5,1,4,106,83,17,1,1,20
5,1,5,377,126,49,1,0,46
5,1,6,469,264,43,2,0,40
5,1,7,392,253,63,2,0,59
5,1,8,415,177,40,0,1,43
5,1,9,350,337,65,3,0,66
5,1,10,104,86,69,3,0,64
5,1,11,223,144,43,2,0,40
5,1,12,467,348,49,0,0,53
5,1,13,372,248,76,0,1,79
5,1,14,224,207,22,0,1,26
5,1,15,270,54,91,2,1,92
5,1,16,207,53,26,1,1,31
5,1,17,120,72,93,1,1,93
5,1,18,300,286,42,3,1,44
5,1,19,246,215,99,0,1,100
5,2,0,223,164,96,0,1,93
5,2,1,110,26,55,2,1,55
5,2,2,210,188,25,1,1,29
5,2,3,400,223,61,0,1,58
5,2,4,457,250,83,3,1,79
5,2,5,285,4,10,0,0,8
5,2,6,108,17,11,1,1,10
5,2,7,463,248,23,3,0,25
5,2,8,60,5,15,0,1,15
5,2,9,148,34,55,1,0,52
5,2,10,266,142,58,3,0,54
5,2,11,111,34,61,3,0,58
5,2,12,479,68,83,0,1,83
5,2,13,268,96,45,0,1,40
5,2,14,490,478,20,1,1,16
5,2,15,385,326,41,1,1,42
5,2,16,409,153,75,0,1,73
5,2,17,221,48,11,3,0,13
5,2,18,67,37,51,1,1,53
5,2,19,283,71,95,1,0,94
5,3,0,185,106,16,0,0,12
5,3,1,162,99,20,1,0,15
5,3,2,405,149,38,2,0,43
5,3,3,50,41,83,2,1,88
5,3,4,384,237,79,0,0,77
5,3,5,488,271,79,2,1,81
5,3,6,129,87,68,1,1,71
5,3,7,226,169,13,2,0,15
5,3,8,207,178,90,3,0,86
5,3,9,490,62,97,0,0,96
5,3,10,293,17,46,3,1,45
5,3,11,483,90,77,0,0,81
5,3,12,389,276,23,0,0,19
5,3,13,126,66,75,1,0,77
5,3,14,304,66,90,2,1,91
5,3,15,69,36,81,2,1,84
5,3,16,220,207,33,1,1,29
5,3,17,427,39,95,1,0,95
5,3,18,411,341,33,0,1,34
5,3,19,261,162,29,0,0,31
5,4,0,333,213,34,1,1,34
5,4,1,387,32,92,1,0,92
5,4,2,186,106,60,1,0,62
5,4,3,313,212,69,3,0,73
5,4,4,121,33,52,2,1,47
5,4,5,475,10,58,1,1,58
5,4,6,87,33,58,2,0,55
5,4,7,279,181,81,1,0,78
5,4,8,87,81,46,3,1,43
5,4,9,94,67,53,2,0,57
5,4,10,248,94,86,1,0,86
5,4,11,385,165,57,0,1,55
5,4,12,395,92,89,2,1,90
5,4,13,134,147,25,2,0,27
5,4,14,185,13,38,1,0,38
5,4,15,223,29,97,0,0,102
5,4,16,495,250,49,2,0,45
5,4,17,200,188,41,2,1,39
5,4,18,244,150,50,1,0,54
5,4,19,74,6,92,3,1,89
6,0,0,195,117,53,3,1,58
6,0,1,255,125,80,1,0,81
6,0,2,487,33,63,3,0,67
6,0,3,339,303,10,2,0,11
6,0,4,120,88,29,0,0,30
6,0,5,399,22,27,1,1,30
6,0,6,461,440,50,1,1,46
6,0,7,193,67,37,1,0,33
6,0,8,402,258,48,2,0,50
6,0,9,438,39,55,0,0,53
6,0,10,275,107,73,2,1,70
6,0,11,446,137,65,2,0,67
6,0,12,137,70,37,2,0,33
6,0,13,189,129,51,0,1,54
6,0,14,311,133,12,1,0,9
6,0,15,178,166,82,3,1,79
6,0,16,299,74,13,2,1,9
6,0,17,109,98,58,0,1,55
6,0,18,159,54,65,1,1,61
6,0,19,402,142,52,1,0,50
6,1,0,394,153,85,2,0,82
6,1,1,461,79,73,2,0,78
6,1,2,85,80,42,2,1,39
6,1,3,301,127,93,2,0,95
6,1,4,183,121,42,1,0,41
6,1,5,429,65,38,0,0,35
6,1,6,263,207,49,0,1,49
6,1,7,74,59,96,0,1,94
6,1,8,332,118,72,1,0,69
6,1,9,218,111,85,0,1,83
6,1,10,272,46,30,1,1,32
6,1,11,365,128,80,0,0,80
6,1,12,176,155,45,0,1,47
6,1,13,357,145,39,3,1,38
6,1,14,288,57,74,2,1,77
6,1,15,212,215,41,0,0,42
6,1,16,103,106,79,1,1,81
6,1,17,222,82,78,1,0,76
6,1,18,144,119,12,1,0,14
6,1,19,90,91,61,2,0,59
6,2,0,388,49,66,1,1,62
6,2,1,427,143,84,1,0,81
6,2,2,92,20,85,3,1,90
6,2,3,121,12,42,1,1,40
6,2,4,340,305,82,1,1,86
6,2,5,187,194,73,1,1,71
6,2,6,177,189,40,3,1,41
6,2,7,172,154,12,1,0,14
6,2,8,113,15,32,1,1,28
6,2,9,74,72,61,3,0,66
6,2,10,391,47,35,1,0,36
6,2,11,158,43,14,0,1,16
6,2,12,244,58,18,3,1,16
6,2,13,135,41,83,2,1,83
6,2,14,270,70,83,3,0,82
6,2,15,240,90,16,3,0,16
6,2,16,437,22,34,2,1,34
6,2,17,394,334,72,3,0,76
6,2,18,317,41,80,3,1,75
6,2,19,268,16,93,2,0,91
6,3,0,164,5,91,1,0,93
6,3,1,61,42,79,3,1,80
6,3,2,81,47,63,0,0,58
6,3,3,146,92,44,1,0,43
6,3,4,117,116,80,2,1,82
6,3,5,453,355,59,0,0,60
6,3,6,182,100,43,3,0,40
6,3,7,231,75,32,1,0,28
6,3,8,442,202,48,0,1,45
6,3,9,126,69,54,0,1,49
6,3,10,88,74,82,2,1,82
6,3,11,113,50,83,3,1,86
6,3,12,371,206,88,2,0,86
6,3,13,242,230,60,0,0,64
6,3,14,495,171,99,0,0,102
6,3,15,323,157,82,1,0,83
6,3,16,53,2,94,1,1,95
6,3,17,94,61,66,3,1,68
6,3,18,183,5,77,2,1,81
6,3,19,296,166,94,1,0,93
6,4,0,227,97,41,2,1,44
6,4,1,406,295,71,1,0,69
6,4,2,342,208,31,2,0,30
6,4,3,125,28,85,2,0,86
6,4,4,140,138,60,1,1,58
6,4,5,370,303,49,2,0,49
6,4,6,441,260,76,0,0,72
6,4,7,498,158,95,2,1,99
6,4,8,213,176,25,0,1,24
6,4,9,260,155,61,3,1,58
6,4,10,453,456,81,3,0,78
6,4,11,454,52,51,1,1,55
6,4,12,129,89,47,0,1,44
6,4,13,272,227,61,2,1,58
6,4,14,206,172,63,0,0,60
6,4,15,170,105,38,0,0,41
6,4,16,453,189,78,2,1,82
6,4,17,159,24,44,3,1,49
6,4,18,60,33,31,1,1,33
6,4,19,248,122,38,1,0,42
7,0,0,231,0,66,0,1,63
7,0,1,55,44,72,1,0,73
7,0,2,338,135,39,1,1,35
7,0,3,420,89,40,1,0,40
7,0,4,355,236,20,1,1,16
7,0,5,104,26,53,0,0,50
7,0,6,264,171,13,3,1,16
7,0,7,215,55,14,0,0,12
7,0,8,375,160,22,0,0,24
7,0,9,253,185,64,1,1,65
7,0,10,357,96,22,0,1,25
7,0,11,264,226,79,2,1,79
7,0,12,332,275,76,1,0,75
7,0,13,290,140,49,0,0,53
7,0,14,368,263,10,3,0,13
7,0,15,361,48,32,0,0,37
7,0,16,467,252,42,1,1,40
7,0,17,296,65,79,2,0,76
7,0,18,440,136,12,1,0,11
7,0,19,348,154,65,0,1,68
7,1,0,349,348,90,1,1,87
7,1,1,384,136,91,0,0,94
7,1,2,369,65,75,3,1,78
7,1,3,414,291,41,0,0,42
7,1,4,314,100,35,0,1,32
7,1,5,300,252,52,0,0,51
7,1,6,208,24,74,2,0,76
7,1,7,405,269,74,3,0,71
7,1,8,371,236,68,3,0,73
7,1,9,57,25,91,1,1,91
7,1,10,64,-2,92,2,0,88
7,1,11,294,3,35,1,1,30
7,1,12,348,88,97,0,1,95
7,1,13,210,28,70,0,0,73
7,1,14,339,136,74,1,0,70
7,1,15,125,42,24,0,1,19
7,1,16,160,167,81,3,0,86
7,1,17,471,341,97,0,0,93
7,1,18,411,300,20,1,1,18
7,1,19,314,182,89,1,0,87
7,2,0,370,282,72,2,1,68
7,2,1,327,63,75,1,1,72
7,2,2,216,8,46,3,1,45
7,2,3,435,245,29,0,1,25
7,2,4,477,284,73,3,0,69
7,2,5,363,196,74,1,1,79
7,2,6,418,327,73,3,1,69
7,2,7,496,463,19,3,0,20
7,2,8,176,107,84,1,1,88
7,2,9,84,24,88,2,1,92
7,2,10,482,480,74,2,0,73
7,2,11,55,7,16,2,1,17
7,2,12,303,17,87,3,1,85
7,2,13,364,64,20,0,0,24
7,2,14,233,44,97,0,0,102
7,2,15,81,33,26,0,1,28
7,2,16,93,81,15,2,0,18
7,2,17,117,57,53,2,0,51
7,2,18,109,70,22,2,0,25
7,2,19,156,122,21,0,1,19
7,3,0,62,28,24,0,1,25
7,3,1,74,27,83,1,0,85
7,3,2,280,220,22,2,1,20
7,3,3,470,455,88,1,0,93
7,3,4,183,149,11,2,0,16
7,3,5,109,83,20,2,0,20
7,3,6,152,99,56,0,0,55
7,3,7,203,170,39,1,1,39
7,3,8,102,96,65,3,1,62
7,3,9,393,162,15,0,0,14
7,3,10,317,135,32,2,1,36
