Date,Product ID,Inventory Level,Demand Forecast,Price,Weather Condition,Holiday/Promotion,Competitor Pricing
3,9,216,138,51,1,1,53
3,10,291,48,13,2,1,11
3,11,74,67,94,0,0,93
3,12,429,151,16,3,0,17
3,13,467,408,82,0,1,79
3,14,121,93,61,1,0,62
3,15,134,32,63,2,0,61
3,16,152,54,66,2,1,67
3,17,236,220,30,3,1,27
3,18,253,107,31,3,1,33
3,19,403,340,21,1,0,17
3,0,335,276,81,1,0,83
3,1,293,215,59,2,1,61
3,2,169,24,26,2,0,30
3,3,294,164,99,1,0,97
3,4,69,21,24,1,0,25
3,5,328,323,18,1,1,17
3,6,173,75,54,2,1,52
3,7,108,95,59,1,1,57
3,8,494,121,14,0,1,12
3,9,366,268,63,0,1,62
3,10,441,128,95,3,0,95
3,11,181,18,75,1,1,75
3,12,330,111,24,1,1,28
3,13,228,75,85,3,1,82
3,14,344,235,15,0,0,19
3,15,336,260,19,0,1,20
3,16,355,248,53,1,0,49
3,17,431,323,37,0,0,40
3,18,172,26,38,1,0,38
3,19,145,43,84,2,1,84
3,0,487,154,20,3,0,21
3,1,216,141,70,3,1,66
3,2,236,36,53,2,1,48
3,3,260,256,82,3,1,81
3,4,435,255,75,2,0,75
3,5,499,128,50,0,1,47
3,6,180,157,56,0,1,52
3,7,128,16,37,1,1,32
3,8,291,158,82,3,1,83
3,9,444,264,23,3,1,24
3,10,281,243,56,3,0,60
3,11,189,145,94,0,0,90
3,12,80,81,24,2,1,23
3,13,314,300,70,2,0,72
3,14,167,69,79,1,1,77
3,15,129,89,25,3,0,27
3,16,425,266,25,3,1,29
3,17,103,20,56,3,0,59
3,18,471,319,31,1,1,29
3,19,364,68,86,2,0,89
3,0,383,214,21,1,0,24
3,1,495,36,40,1,1,39
3,2,439,266,29,2,0,30
3,3,101,97,82,0,1,78
3,4,292,85,45,3,1,43
3,5,466,133,42,3,0,37
3,6,175,141,51,0,1,54
3,7,327,233,62,0,0,64
3,8,194,26,36,2,1,35
3,9,349,171,84,1,1,79
3,10,237,77,39,2,1,35
3,11,220,187,45,0,1,48
3,12,86,72,40,3,1,41
3,13,334,8,82,2,1,87
3,14,186,150,60,0,1,61
3,15,288,216,15,3,0,12
3,16,460,252,37,0,1,33
3,17,482,137,34,0,0,33
3,18,278,259,84,1,0,85
3,19,128,62,81,1,0,78
4,0,238,150,28,3,1,29
4,1,270,237,79,1,0,80
4,2,216,101,80,1,1,78
4,3,172,40,93,2,1,93
4,4,405,193,46,0,0,42
4,5,338,168,60,1,1,57
4,6,409,17,53,0,0,53
4,7,102,35,59,2,0,58
4,8,433,6,98,1,0,93
4,9,288,85,32,1,0,32
4,10,485,54,53,3,1,52
4,11,414,76,93,3,0,98
4,12,370,55,83,2,0,82
4,13,233,155,12,1,1,12
4,14,272,183,55,1,1,59
4,15,189,143,30,1,0,26
4,16,120,53,63,2,0,60
4,17,248,17,97,2,0,97
4,18,492,47,49,1,1,47
4,19,355,4,33,1,0,37
4,0,250,171,56,2,1,60
4,1,182,92,43,3,1,39
4,2,274,257,30,2,0,34
4,3,148,25,82,3,0,78
4,4,241,212,87,0,1,83
4,5,131,22,56,0,0,60
4,6,80,34,80,1,1,80
4,7,483,145,41,0,1,44
4,8,228,109,96,0,1,98
4,9,202,119,87,2,0,83
4,10,440,266,74,0,1,76
4,11,264,269,53,1,0,56
4,12,296,214,25,0,1,25
4,13,201,69,23,3,1,19
4,14,70,17,52,0,0,56
4,15,176,106,79,0,0,79
4,16,399,302,13,2,0,9
4,17,294,154,23,0,1,23
4,18,222,68,67,3,1,66
4,19,123,27,17,0,1,13
4,0,388,47,93,2,1,88
4,1,191,187,84,0,0,87
4,2,370,155,25,1,1,30
4,3,463,188,76,0,0,79
4,4,140,90,49,2,1,54
4,5,314,220,93,2,0,89
4,6,79,74,76,1,1,73
4,7,411,35,24,2,1,21
4,8,117,7,13,1,1,14
4,9,109,90,14,3,0,17
4,10,438,269,22,2,1,25
4,11,480,122,57,0,0,56
4,12,284,232,80,1,1,78
4,13,444,44,40,1,1,37
4,14,278,28,86,2,0,90
4,15,202,29,30,2,1,27
4,16,192,18,29,2,0,25
4,17,168,41,97,0,0,102
4,18,308,167,31,3,1,34
4,19,286,205,65,1,0,63
4,0,201,212,57,0,0,58
4,1,135,88,54,1,0,58
4,2,258,102,69,2,1,70
4,3,357,190,51,3,1,50
4,4,387,87,99,1,1,95
4,5,378,271,77,3,0,79
4,6,249,246,87,2,0,92
4,7,448,343,43,0,1,40
4,8,348,321,89,1,0,87
4,9,412,72,12,2,1,13
4,10,344,26,92,3,0,97
4,11,475,241,31,2,0,29
4,12,400,113,89,0,0,91
4,13,424,220,54,3,0,57
4,14,441,207,21,3,0,21
4,15,421,318,60,1,1,58
4,16,278,90,60,3,0,55
4,17,319,170,19,1,1,20
4,18,353,56,45,2,0,46
4,19,149,147,23,0,0,19
4,0,371,93,40,0,0,40
4,1,98,62,26,2,1,28
4,2,318,145,82,1,0,82
4,3,200,145,50,3,0,54
4,4,299,97,49,1,0,45
4,5,392,68,12,1,1,16
4,6,399,123,49,0,0,53
4,7,192,66,27,3,1,31
4,8,149,34,59,1,0,59
4,9,406,353,43,0,1,42
4,10,91,51,13,0,0,13
4,11,228,218,98,2,0,103
4,12,68,71,39,1,1,35
4,13,358,316,86,1,0,85
4,14,361,258,85,2,1,89
4,15,371,350,58,1,0,57
4,16,231,26,74,0,0,73
4,17,269,105,53,3,0,56
4,18,444,153,61,2,0,60
4,19,243,47,53,0,1,49
5,0,198,39,91,2,0,87
5,1,262,228,47,1,0,45
5,2,91,50,54,3,0,52
5,3,466,319,41,2,0,38
5,4,129,115,37,2,1,33
5,5,57,1,83,1,1,86
5,6,76,45,99,3,1,104
5,7,445,184,34,0,0,38
5,8,277,198,59,2,1,62
5,9,204,98,33,0,1,36
5,10,200,173,60,0,1,61
5,11,59,-8,63,1,0,60
5,12,185,174,64,1,0,65
5,13,201,115,46,1,0,43
5,14,388,12,92,0,0,92
5,15,481,425,28,0,1,25
5,16,379,42,22,1,1,21
5,17,423,172,81,2,0,76
5,18,66,19,96,1,1,93
5,19,98,2,79,1,0,78
5,0,131,99,28,3,1,30
5,1,117,33,48,0,1,44
5,2,71,71,60,1,0,62
5,3,72,74,58,1,0,54
5,4,106,83,17,1,1,20
5,5,377,126,49,1,0,46
5,6,469,264,43,2,0,40
5,7,392,253,63,2,0,59
5,8,415,177,40,0,1,43
5,9,350,337,65,3,0,66
5,10,104,86,69,3,0,64
5,11,223,144,43,2,0,40
5,12,467,348,49,0,0,53
5,13,372,248,76,0,1,79
5,14,224,207,22,0,1,26
5,15,270,54,91,2,1,92
5,16,207,53,26,1,1,31
5,17,120,72,93,1,1,93
5,18,300,286,42,3,1,44
5,19,246,215,99,0,1,100
5,0,223,164,96,0,1,93
5,1,110,26,55,2,1,55
5,2,210,188,25,1,1,29
5,3,400,223,61,0,1,58
5,4,457,250,83,3,1,79
5,5,285,4,10,0,0,8
5,6,108,17,11,1,1,10
5,7,463,248,23,3,0,25
5,8,60,5,15,0,1,15
5,9,148,34,55,1,0,52
5,10,266,142,58,3,0,54
5,11,111,34,61,3,0,58
5,12,479,68,83,0,1,83
5,13,268,96,45,0,1,40
5,14,490,478,20,1,1,16
5,15,385,326,41,1,1,42
5,16,409,153,75,0,1,73
5,17,221,48,11,3,0,13
5,18,67,37,51,1,1,53
5,19,283,71,95,1,0,94
5,0,185,106,16,0,0,12
5,1,162,99,20,1,0,15
5,2,405,149,38,2,0,43
5,3,50,41,83,2,1,88
5,4,384,237,79,0,0,77
5,5,488,271,79,2,1,81
5,6,129,87,68,1,1,71
5,7,226,169,13,2,0,15
5,8,207,178,90,3,0,86
5,9,490,62,97,0,0,96
5,10,293,17,46,3,1,45
5,11,483,90,77,0,0,81
5,12,389,276,23,0,0,19
5,13,126,66,75,1,0,77
5,14,304,66,90,2,1,91
5,15,69,36,81,2,1,84
5,16,220,207,33,1,1,29
5,17,427,39,95,1,0,95
5,18,411,341,33,0,1,34
5,19,261,162,29,0,0,31
5,0,333,213,34,1,1,34
5,1,387,32,92,1,0,92
5,2,186,106,60,1,0,62
5,3,313,212,69,3,0,73
5,4,121,33,52,2,1,47
5,5,475,10,58,1,1,58
5,6,87,33,58,2,0,55
5,7,279,181,81,1,0,78
5,8,87,81,46,3,1,43
5,9,94,67,53,2,0,57
5,10,248,94,86,1,0,86
5,11,385,165,57,0,1,55
5,12,395,92,89,2,1,90
5,13,134,147,25,2,0,27
5,14,185,13,38,1,0,38
5,15,223,29,97,0,0,102
5,16,495,250,49,2,0,45
5,17,200,188,41,2,1,39
5,18,244,150,50,1,0,54
5,19,74,6,92,3,1,89
6,0,195,117,53,3,1,58
6,1,255,125,80,1,0,81
6,2,487,33,63,3,0,67
6,3,339,303,10,2,0,11
6,4,120,88,29,0,0,30
6,5,399,22,27,1,1,30
6,6,461,440,50,1,1,46
6,7,193,67,37,1,0,33
6,8,402,258,48,2,0,50
6,9,438,39,55,0,0,53
6,10,275,107,73,2,1,70
6,11,446,137,65,2,0,67
6,12,137,70,37,2,0,33
6,13,189,129,51,0,1,54
6,14,311,133,12,1,0,9
6,15,178,166,82,3,1,79
6,16,299,74,13,2,1,9
6,17,109,98,58,0,1,55
6,18,159,54,65,1,1,61
6,19,402,142,52,1,0,50
6,0,394,153,85,2,0,82
6,1,461,79,73,2,0,78
6,2,85,80,42,2,1,39
6,3,301,127,93,2,0,95
6,4,183,121,42,1,0,41
6,5,429,65,38,0,0,35
6,6,263,207,49,0,1,49
6,7,74,59,96,0,1,94
6,8,332,118,72,1,0,69
6,9,218,111,85,0,1,83
6,10,272,46,30,1,1,32
6,11,365,128,80,0,0,80
6,12,176,155,45,0,1,47
6,13,357,145,39,3,1,38
6,14,288,57,74,2,1,77
6,15,212,215,41,0,0,42
6,16,103,106,79,1,1,81
6,17,222,82,78,1,0,76
6,18,144,119,12,1,0,14
6,19,90,91,61,2,0,59
6,0,388,49,66,1,1,62
6,1,427,143,84,1,0,81
6,2,92,20,85,3,1,90
6,3,121,12,42,1,1,40
6,4,340,305,82,1,1,86
6,5,187,194,73,1,1,71
6,6,177,189,40,3,1,41
6,7,172,154,12,1,0,14
6,8,113,15,32,1,1,28
6,9,74,72,61,3,0,66
6,10,391,47,35,1,0,36
6,11,158,43,14,0,1,16
6,12,244,58,18,3,1,16
6,13,135,41,83,2,1,83
6,14,270,70,83,3,0,82
6,15,240,90,16,3,0,16
6,16,437,22,34,2,1,34
6,17,394,334,72,3,0,76
6,18,317,41,80,3,1,75
6,19,268,16,93,2,0,91
6,0,164,5,91,1,0,93
6,1,61,42,79,3,1,80
6,2,81,47,63,0,0,58
6,3,146,92,44,1,0,43
6,4,117,116,80,2,1,82
6,5,453,355,59,0,0,60
6,6,182,100,43,3,0,40
6,7,231,75,32,1,0,28
6,8,442,202,48,0,1,45
6,9,126,69,54,0,1,49
6,10,88,74,82,2,1,82
6,11,113,50,83,3,1,86
6,12,371,206,88,2,0,86
6,13,242,230,60,0,0,64
6,14,495,171,99,0,0,102
6,15,323,157,82,1,0,83
6,16,53,2,94,1,1,95
6,17,94,61,66,3,1,68
6,18,183,5,77,2,1,81
6,19,296,166,94,1,0,93
6,0,227,97,41,2,1,44
6,1,406,295,71,1,0,69
6,2,342,208,31,2,0,30
6,3,125,28,85,2,0,86
6,4,140,138,60,1,1,58
6,5,370,303,49,2,0,49
6,6,441,260,76,0,0,72
6,7,498,158,95,2,1,99
6,8,213,176,25,0,1,24
6,9,260,155,61,3,1,58
6,10,453,456,81,3,0,78
6,11,454,52,51,1,1,55
6,12,129,89,47,0,1,44
6,13,272,227,61,2,1,58
6,14,206,172,63,0,0,60
6,15,170,105,38,0,0,41
6,16,453,189,78,2,1,82
6,17,159,24,44,3,1,49
6,18,60,33,31,1,1,33
6,19,248,122,38,1,0,42
7,0,231,0,66,0,1,63
7,1,55,44,72,1,0,73
7,2,338,135,39,1,1,35
7,3,420,89,40,1,0,40
7,4,355,236,20,1,1,16
7,5,104,26,53,0,0,50
7,6,264,171,13,3,1,16
7,7,215,55,14,0,0,12
7,8,375,160,22,0,0,24
7,9,253,185,64,1,1,65
7,10,357,96,22,0,1,25
7,11,264,226,79,2,1,79
7,12,332,275,76,1,0,75
7,13,290,140,49,0,0,53
7,14,368,263,10,3,0,13
7,15,361,48,32,0,0,37
7,16,467,252,42,1,1,40
7,17,296,65,79,2,0,76
7,18,440,136,12,1,0,11
7,19,348,154,65,0,1,68
7,0,349,348,90,1,1,87
7,1,384,136,91,0,0,94
7,2,369,65,75,3,1,78
7,3,414,291,41,0,0,42
7,4,314,100,35,0,1,32
7,5,300,252,52,0,0,51
7,6,208,24,74,2,0,76
7,7,405,269,74,3,0,71
7,8,371,236,68,3,0,73
7,9,57,25,91,1,1,91
7,10,64,-2,92,2,0,88
7,11,294,3,35,1,1,30
7,12,348,88,97,0,1,95
7,13,210,28,70,0,0,73
7,14,339,136,74,1,0,70
7,15,125,42,24,0,1,19
7,16,160,167,81,3,0,86
7,17,471,341,97,0,0,93
7,18,411,300,20,1,1,18
7,19,314,182,89,1,0,87
7,0,370,282,72,2,1,68
7,1,327,63,75,1,1,72
7,2,216,8,46,3,1,45
7,3,435,245,29,0,1,25
7,4,477,284,73,3,0,69
7,5,363,196,74,1,1,79
7,6,418,327,73,3,1,69
7,7,496,463,19,3,0,20
7,8,176,107,84,1,1,88
7,9,84,24,88,2,1,92
7,10,482,480,74,2,0,73
7,11,55,7,16,2,1,17
7,12,303,17,87,3,1,85
7,13,364,64,20,0,0,24
7,14,233,44,97,0,0,102
7,15,81,33,26,0,1,28
7,16,93,81,15,2,0,18
7,17,117,57,53,2,0,51
7,18,109,70,22,2,0,25
7,19,156,122,21,0,1,19
7,0,62,28,24,0,1,25
7,1,74,27,83,1,0,85
7,2,280,220,22,2,1,20
7,3,470,455,88,1,0,93
7,4,183,149,11,2,0,16
7,5,109,83,20,2,0,20
7,6,152,99,56,0,0,55
7,7,203,170,39,1,1,39
7,8,102,96,65,3,1,62
7,9,393,162,15,0,0,14
7,10,317,135,32,2,1,36
7,11,163,147,92,3,0,97
7,12,386,342,20,2,1,24
7,13,311,267,51,2,0,54
7,14,338,128,19,3,1,24
7,15,329,166,81,0,1,79
7,16,111,113,94,1,0,91
7,17,190,37,65,0,1,69
7,18,353,40,21,0,1,23
7,19,176,71,30,3,1,25
7,0,107,62,21,3,0,18
7,1,196,142,48,0,1,45
7,2,341,202,61,0,1,62
7,3,401,70,57,1,1,60
7,4,459,207,10,3,1,11
7,5,323,232,61,2,1,62
7,6,112,105,42,3,0,45
7,7,297,162,74,2,1,69
7,8,489,141,21,3,1,18
7,9,254,201,72,0,1,74
7,10,137,55,50,1,0,54
7,11,314,1,44,3,1,39
7,12,365,239,95,3,1,91
7,13,177,4,72,3,0,72
7,14,307,241,96,1,0,92
7,15,101,91,19,3,1,18
7,16,377,126,60,0,1,61
7,17,448,131,88,3,0,89
7,18,135,100,42,2,1,46
7,19,383,107,20,3,1,21
8,0,373,352,41,3,1,38
8,1,142,28,96,0,1,95
8,2,153,147,18,3,1,19
8,3,410,17,64,2,0,65
8,4,471,353,83,3,0,86
8,5,199,41,59,1,0,54
8,6,81,98,34,3,1,37
8,7,247,202,83,2,0,84
8,8,285,171,75,0,1,78
8,9,97,38,69,0,1,65
8,10,361,123,52,0,1,50
8,11,94,56,13,1,0,13
8,12,219,90,44,3,0,44
8,13,194,68,78,2,0,79
8,14,424,340,44,2,1,45
8,15,458,100,52,0,1,49
8,16,487,433,91,2,1,90
8,17,363,306,52,1,0,50
8,18,317,292,37,2,0,33
8,19,351,66,10,0,0,7
8,0,361,149,78,0,1,82
8,1,93,25,96,1,1,95
8,2,204,62,58,2,0,57
8,3,240,144,60,1,1,63
8,4,478,249,94,3,1,98
8,5,170,69,95,0,1,90
8,6,332,256,91,0,0,91
8,7,116,35,81,0,1,84
8,8,306,258,72,0,1,71
8,9,376,212,11,0,0,7
8,10,450,345,91,2,1,88
8,11,201,44,51,0,0,49
8,12,344,289,26,3,1,26
8,13,330,93,23,2,1,24
8,14,443,264,71,3,0,69
8,15,219,179,52,3,1,54
8,16,100,62,48,2,1,46
8,17,96,103,45,3,1,45
8,18,491,46,15,3,0,20
8,19,421,397,99,2,1,95
8,0,139,106,84,2,0,89
8,1,363,336,45,3,0,48
8,2,159,112,71,1,1,69
8,3,252,43,30,2,1,35
8,4,418,-1,60,0,1,58
8,5,248,59,82,1,0,80
8,6,440,13,51,0,1,49
8,7,267,106,22,0,1,25
8,8,427,343,32,2,0,36
8,9,60,51,85,1,0,82
8,10,421,63,87,0,1,87
8,11,398,388,78,3,1,81
8,12,223,126,26,0,1,22
8,13,495,205,82,1,0,86
8,14,90,68,15,2,1,18
8,15,227,73,63,3,0,60
8,16,488,312,27,2,0,24
8,17,260,179,35,0,1,37
8,18,419,160,32,2,0,32
8,19,486,216,83,3,1,86
8,0,391,250,80,1,0,79
8,1,211,89,98,2,1,101
8,2,306,64,89,2,0,94
8,3,311,121,52,2,1,54
8,4,387,239,97,0,1,96
8,5,120,108,65,3,0,64
8,6,393,236,59,0,1,57
8,7,310,319,46,1,0,41
